rep,fold,f1,roc_auc,pr_auc
1,1,0.5365853658536586,0.763771186440678,0.49251981248885274
1,2,0.49056603773584906,0.7292768959435626,0.5710223745156549
1,3,0.5,0.6734279918864097,0.5137881704137467
1,4,0.32432432432432434,0.7921875,0.5242888806889544
1,5,0.6046511627906976,0.8621468926553671,0.7114900680524376
2,1,0.5641025641025641,0.8033333333333333,0.548927167367065
2,2,0.5238095238095238,0.7976694915254238,0.6669963800372636
2,3,0.4,0.7034739454094292,0.38684075025917253
2,4,0.45454545454545453,0.6994047619047619,0.49407421808282276
2,5,0.5333333333333333,0.7915376676986584,0.6809523825549731
3,1,0.4782608695652174,0.7786885245901639,0.41005666954230013
3,2,0.45,0.6676413255360624,0.5268339269055039
3,3,0.631578947368421,0.9391100702576113,0.8050217620697424
3,4,0.4444444444444444,0.7099621689785625,0.4197874764406204
3,5,0.48,0.6990740740740741,0.6050412890705984
4,1,0.5142857142857142,0.8551136363636365,0.6394907242158828
4,2,0.4,0.6970899470899471,0.31727365996233925
4,3,0.5116279069767442,0.7870762711864406,0.6441986288756576
4,4,0.4186046511627907,0.7081339712918661,0.6064614028097053
4,5,0.5925925925925926,0.7861635220125786,0.6325147868380951
5,1,0.35294117647058826,0.7138461538461538,0.39167936380646884
5,2,0.6530612244897959,0.826278659611993,0.7912695946670512
5,3,0.4090909090909091,0.7182203389830508,0.40634871680738616
5,4,0.5581395348837209,0.8015873015873016,0.6332863233892982
5,5,0.45,0.7011904761904761,0.48085581567309776
6,1,0.6666666666666666,0.8677248677248677,0.7779885656494552
6,2,0.46153846153846156,0.7270471464019851,0.44978650650968466
6,3,0.4583333333333333,0.7811111111111111,0.6268309502674827
6,4,0.5454545454545454,0.7977401129943503,0.5813691775238188
6,5,0.3333333333333333,0.607909604519774,0.3774927646983677
7,1,0.5909090909090909,0.7971781305114638,0.5752884057822065
7,2,0.4,0.7353629976580796,0.5672551874330259
7,3,0.5238095238095238,0.8722084367245658,0.7234794934716908
