rep,fold,f1,roc_auc,pr_auc
1,1,0.3333333333333333,0.5546875,0.16618663594470046
1,2,0.5,0.828125,0.4642857142857143
1,3,0.5,0.7555555555555555,0.49682539682539684
1,4,0.36363636363636365,0.9705882352941176,0.5833333333333333
1,5,0.3076923076923077,0.541871921182266,0.4551681783824641
2,1,0.42857142857142855,0.688888888888889,0.38215122690929143
2,2,0.36363636363636365,0.4516129032258065,0.22425287356321838
2,3,0.4,0.6767676767676767,0.24206349206349206
2,4,0.47058823529411764,0.7635467980295566,0.5739247311827957
2,5,0.25,0.8529411764705883,0.34090909090909094
3,1,0.4444444444444444,0.6015625,0.2777777777777778
3,2,0.25,0.7777777777777778,0.22086247086247085
3,3,0.5555555555555556,0.8277777777777777,0.6425925925925926
3,4,0.3333333333333333,0.9411764705882353,0.41666666666666663
3,5,0.3076923076923077,0.4955357142857143,0.2737787356321839
4,1,0.2,0.5656565656565656,0.18480955600631058
4,2,0.5263157894736842,0.8169642857142857,0.6337031024531025
4,3,0.0,0.2857142857142857,0.038461538461538464
4,4,0.42857142857142855,0.6333333333333333,0.3121031746031746
4,5,0.5454545454545454,0.6322580645161291,0.6053639846743295
5,1,0.42857142857142855,0.7870967741935484,0.33042735042735044
5,2,0.5,0.7241379310344828,0.5733716475095785
5,3,0.4,0.5611111111111111,0.2883196289268395
5,4,0.0,0.4242424242424242,0.0937950937950938
5,5,0.4444444444444444,0.9705882352941176,0.5833333333333333
6,1,0.3076923076923077,0.6000000000000001,0.20448275862068965
6,2,0.5714285714285714,0.6944444444444444,0.38781362007168463
6,3,0.6666666666666666,0.9806451612903226,0.8766666666666667
6,4,0.16666666666666666,0.5714285714285714,0.35510204081632646
6,5,0.0,,-0.0
7,1,0.26666666666666666,0.5625,0.360014985014985
7,2,0.5263157894736842,0.7857142857142857,0.6862824675324675
7,3,0.5714285714285714,0.9264705882352942,0.3666666666666667
7,4,0.6,0.7777777777777778,0.4991384063964709
7,5,0.0,0.2626262626262626,0.07296296296296297
8,1,0.5333333333333333,0.7944444444444445,0.5241269841269841
8,2,0.47058823529411764,0.7,0.3561999303378614
8,3,0.2857142857142857,0.5,0.1705357142857143
8,4,0.0,0.515625,0.15069444444444446
8,5,0.5714285714285714,0.8282828282828283,0.7166666666666666
9,1,0.3076923076923077,0.5166666666666666,0.2906936813186813
9,2,0.4,0.9558823529411764,0.7
9,3,0.42857142857142855,0.6903225806451613,0.34444444444444444
9,4,0.4,0.8529411764705882,0.225
9,5,0.46153846153846156,0.7008928571428572,0.5746117424242424
10,1,0.4,0.8235294117647058,0.19642857142857142
10,2,0.3333333333333333,0.6354679802955665,0.3725187510901796
10,3,0.4,0.6796875,0.37648809523809523
10,4,0.18181818181818182,0.5656565656565656,0.23703703703703705
10,5,0.5882352941176471,0.7684729064039408,0.5572710622710622
