rep,fold,f1,roc_auc,pr_auc
1,1,0.55,0.7595338983050848,0.4297334676117154
1,2,0.46808510638297873,0.7231040564373898,0.573643640677699
1,3,0.5294117647058824,0.7322515212981744,0.49244518622640154
1,4,0.34285714285714286,0.7046875,0.44637253870387306
1,5,0.5909090909090909,0.8824858757062147,0.6984885603392116
2,1,0.5405405405405406,0.7833333333333333,0.45418508832613624
2,2,0.5365853658536586,0.8453389830508474,0.6430344742063492
2,3,0.3888888888888889,0.7307692307692308,0.3864917006226014
2,4,0.4878048780487805,0.6636904761904762,0.47411657079468084
2,5,0.5333333333333333,0.7925696594427245,0.6724979128423685
3,1,0.5238095238095238,0.7822014051522248,0.3798258760598741
3,2,0.43243243243243246,0.6715399610136452,0.46316040358409094
3,3,0.6666666666666666,0.9121779859484778,0.8264400988538919
3,4,0.3684210526315789,0.6986128625472888,0.3720932618840585
3,5,0.5106382978723404,0.7314814814814815,0.6087090600205826
4,1,0.4864864864864865,0.8352272727272727,0.6732228274254491
4,2,0.4375,0.7301587301587302,0.37673761423761426
4,3,0.5238095238095238,0.7849576271186441,0.5255680087546752
4,4,0.4186046511627907,0.7311004784688995,0.5569025468956217
4,5,0.6086956521739131,0.7646001796945192,0.6033460349198385
5,1,0.375,0.7292307692307692,0.34003640230326027
5,2,0.6808510638297872,0.8562610229276896,0.7766566986001493
5,3,0.45,0.7076271186440677,0.3767187463486805
5,4,0.55,0.7609126984126984,0.5169707652258299
5,5,0.3902439024390244,0.7023809523809523,0.5049242211055726
6,1,0.6086956521739131,0.7971781305114638,0.6802991176841244
6,2,0.46153846153846156,0.7518610421836228,0.3709654740614493
6,3,0.4782608695652174,0.7777777777777778,0.6119419142948554
6,4,0.5806451612903226,0.83954802259887,0.6938301242695013
6,5,0.3684210526315789,0.631638418079096,0.3666067832076443
7,1,0.5581395348837209,0.7742504409171076,0.5788937963052541
7,2,0.46153846153846156,0.7517564402810305,0.49222957381913834
7,3,0.5365853658536586,0.8573200992555831,0.6256886205899364
7,4,0.4117647058823529,0.7214285714285714,0.4477867266264304
7,5,0.5116279069767442,0.7254901960784313,0.5097542871521292
8,1,0.3902439024390244,0.6947890818858561,0.324168349706625
8,2,0.4,0.7644444444444445,0.39884919694241733
8,3,0.55,0.7210953346855984,0.5454760125404665
8,4,0.6363636363636364,0.84366576819407,0.7788646516712459
8,5,0.5,0.7717528373266077,0.5403844644137183
9,1,0.42424242424242425,0.7307692307692308,0.4661022266264202
9,2,0.47619047619047616,0.7870182555780934,0.6554581556549406
9,3,0.5,0.7944444444444444,0.5717674275748651
9,4,0.6046511627906976,0.7636363636363637,0.5104659053171137
9,5,0.47368421052631576,0.7254237288135593,0.48887433267493235
10,1,0.5333333333333333,0.7602339181286549,0.5437223335998757
10,2,0.3111111111111111,0.6588983050847458,0.34780785114836776
10,3,0.2962962962962963,0.6446153846153846,0.25947883703697655
10,4,0.6190476190476191,0.8421052631578947,0.7471822806767143
10,5,0.6829268292682927,0.8363095238095238,0.7405112411390605
