rep,fold,f1,roc_auc,pr_auc
1,1,0.3076923076923077,0.8359375,0.3547619047619047
1,2,0.25,0.8838709677419354,0.5760606060606059
1,3,0.2857142857142857,0.7647058823529411,0.22916666666666666
1,4,0.2,0.8823529411764707,0.3611111111111111
1,5,0.2222222222222222,0.8676470588235294,0.5909090909090909
2,1,0.18181818181818182,0.8088235294117647,0.19090909090909092
2,2,0.3333333333333333,0.75,0.268703007518797
2,3,0.4,0.926470588235294,0.6428571428571428
2,4,0.0,0.8671875,0.35625
2,5,0.2857142857142857,0.9090909090909091,0.5694444444444444
3,1,0.0,0.8383838383838383,0.26190476190476186
3,2,0.3076923076923077,0.7777777777777777,0.49206349206349204
3,3,0.2857142857142857,0.8676470588235294,0.2777777777777778
3,4,0.4444444444444444,0.90625,0.625
3,5,0.18181818181818182,0.7777777777777778,0.20655270655270658
4,1,0.4,0.9714285714285714,0.5
4,2,0.5,0.9453125,0.7152777777777778
4,3,0.0,0.7058823529411764,0.12698412698412698
4,4,0.2,0.7890625,0.2760854341736695
4,5,0.18181818181818182,0.75,0.23273809523809522
5,1,0.36363636363636365,0.8838709677419355,0.42682539682539683
5,2,0.18181818181818182,0.7734375,0.4305555555555556
5,3,0.25,0.8529411764705882,0.5833333333333334
5,4,0.25,0.8088235294117646,0.3214285714285714
5,5,0.2222222222222222,0.8529411764705882,0.26666666666666666
6,1,0.4444444444444444,0.9140625,0.698051948051948
6,2,0.0,0.823529411764706,0.19444444444444442
6,3,0.2222222222222222,0.8676470588235294,0.5909090909090909
6,4,0.2,0.7734375,0.2505952380952381
6,5,0.3333333333333333,0.7878787878787878,0.24027777777777776
7,1,0.18181818181818182,0.8359375,0.35416666666666663
7,2,0.6,0.96875,0.8303571428571428
7,3,0.2222222222222222,0.797979797979798,0.4653679653679654
7,4,0.0,0.7941176470588236,0.17424242424242425
7,5,0.2,0.6617647058823529,0.17045454545454547
8,1,0.2,0.7979797979797979,0.22222222222222224
8,2,0.2,0.8857142857142857,0.2
8,3,0.2857142857142857,0.9225806451612903,0.6311111111111112
8,4,0.25,0.8382352941176471,0.25757575757575757
8,5,0.3333333333333333,0.8125,0.5083333333333333
9,1,0.0,0.8088235294117646,0.18333333333333335
9,2,0.36363636363636365,0.9090909090909091,0.75
9,3,0.4444444444444444,0.8387096774193548,0.4833333333333333
9,4,0.0,0.7647058823529411,0.15555555555555556
9,5,0.4,0.8787878787878788,0.3686868686868687
10,1,0.26666666666666666,0.7890625,0.26726190476190476
10,2,0.5,0.7941176470588236,0.31666666666666665
10,3,0.4444444444444444,0.9292929292929293,0.47619047619047616
10,4,0.16666666666666666,0.796875,0.3201048951048951
10,5,0.0,0.7794117647058822,0.16666666666666666
